threshold,positive_share,mean_roc_auc,std_roc_auc,note
0.3,0.25052192066805845,0.8928028821074596,0.019134888604085284,ok
0.4,0.12317327766179541,0.8993326118326118,0.05624208037341832,ok
0.5,0.05219206680584551,0.8108571428571428,0.06495590917273772,ok
0.6,0.025052192066805846,0.8264317852512774,0.19548429416798765,ok
